sno	Title	Headline	ShortDesc	Category	Location	Country	US	Distance	Count_update	Count_comment	Count_funder	Count_photo	Amount_goal	Amount_Raised	Amount_currency	Ratio	Time_Left	Current	Type	Start_year	Start_month	Start_day	End_year	End_month	End_day	Duration	Min_perk	No_min_perk	Max_perk	No_max_perk	Median_perk	No_med_perk	Total_perk	FB_like	FB_talking	Tweet_follow	Tweet_status	Youtube_avg_duration	Youtube_avg_view_count	Youtube_avg_rating
346	help-launch-jackalope-jam	 Help  Launch  Jackalope  Jam! 	 Jackalope  Jam  needs  your  help  to  expand! 	Food	 Denver,  Colorado,  United  States 	United States	0	0	0	0	47		2500	2063	 SD   	0.8252	0	1	 FlexibleFunding   	2013	9	20	2013	10	20	2592000	5	6	500	0	37.5	0	6	0	0	25	28	0	0	0
348	the-shrimp-burger-revolution-tour-as-seen-on-shark-tank		 Help  get  Chef  Big  Shake's  Shrimp  Burger  into  your  local  retailer  by  supporting  the  Shrimp  Burger  Revolution  Tour. 	Food	 0shville,  Tennessee,  United  States 	United States	0	0	12	11	39	14	5000	2032	 SD   	0.4064	0	1	 FlexibleFunding   	2013	9	27	2013	10	30	2851200	1	2	10000	0	125	4	17	1774	4	22859	1347	0	0	0
354	champignons-maison-recycler-autrement	 Champignons  Maison  :  Recycler  Autrement 	 Champignons  Maison  transforme  du  marc  de  café  en  trousses  de  culture  de  Champignons  Gourmets  :  Une  Initiative  d'agriculture  urbaine  éthique  et  écologique. 	Food	 Montréal,  Quebec,  Ca0da 	Ca0da	0	0	4	5	76		10000	1977	 AD   	0.1977	3	1	 FlexibleFunding   	2013	11	1	2013	12	9	3283200	1	0	1000	0	40	6	11	0	0	0	0	0	0	0
356	help-launch-baby-s-belly	 Help  Launch  Baby's  Belly 	 Baby’s  Belly's  mission  is  to  deliver  organic,  non  gmo,  whole  food  meals  and  s0cks  to  the  door  of  busy  health  conscious  families. 	Food	 Saskatoon,  Ca0da 	Ca0da	0	0	0	7	29	5	20000	1961	 AD   	0.09805	0	1	 FlexibleFunding   	2013	6	14	2013	7	15	2678400	10	0	1000	0	100	1	13	0	0	0	0	0	0	0
361	raise-up-ample-hills	 Raise  up  Ample  Hills! 	 An  ice  cream  shop  grows  in  Brooklyn  --  with  your  ideas,  dreams  and  support. 	Food	 Brooklyn,  New  York,  United  States 	United States	0	0	2	15	36	8	10000	1935	 SD   	0.1935	0	1	 FlexibleFunding   	2011	2	23	2011	4	10	3974400	10	11	5000	0	250	1	9	0	0	0	0	0	0	0
364	changing-the-way-kids-eat-in-school	 Changing  the  way  kids  eat  in  school! 	 Help  us  establish  a  zero-waste  catering  company,  specializing  in  sustai0ble  cooking  practices  for  school  food. 	Food	 Chicago,  Illinois,  United  States 	United States	0	0	8	3	26	6	17988	1900	 SD   	0.1056259729	0	1	 FlexibleFunding   	2013	7	24	2013	9	2	3456000	10	2	5000	0	100	4	9	319	3	2802	907	214.736842105	46.6315789474	0
369	flying-foods	 Flying  Foods 	 Flying  Foods  app  is  a  tool  for  people  to  eat  healthy  on  the  go,  while  at  the  same  time  connecting  with  our  Ecological  Design  projects  around  the  world. 	Food	 Mesa,  Arizo0,  United  States 	United States	0	0	9	36	11	12	4000	1885	 SD   	0.47125	0	1	 FlexibleFunding   	2012	10	5	2012	11	4	2592000	5	2	3500	0	82.5	0	10	0	0	0	0	1364.3	366399.45	0
371	get-some-amazing-teas-and-help-revive-a-geek-hangout	 Get  some  AMAZING  teas  and  help  revive  a  geek  hangout! 	 Get  some  amazing  tea  and  help  revive  Zoomdweebie's  Tea  Bar.  Shipping  perks  worldwide! 	Food	 Wichita,  Kansas,  United  States 	United States	0	0	4	12	52	9	25000	1879	 SD   	0.07516	0	1	 FlexibleFunding   	2013	8	16	2013	10	15	5184000	5	5	5000	0	50	2	13	0	0	0	0	105.826086957	83.8695652174	0
374	full-belly-fare-handcrafted-dinners-delivered	 Full  Belly  Fare  -  Handcrafted  Dinners  Delivered 	 Tired  of  take  out,  but  don’t  have  time  to  cook?  Now  you  can  order  high  quality,  healthy  fare  prepared  just  for  you  and  your  family  -  delivered  to  your  door! 	Food	 Portland,  Oregon,  United  States 	United States	0	0	2	8	24		1000	1850	 SD   	1.85	0	1	 FlexibleFunding   	2013	11	1	2013	11	30	2505600	25	8	500	1	75	0	4	211	28	14	9	0	0	0
378	do0tion-in-honor-of-joe	 Do0tion  in  honor  of  Joe 	 Our  beloved  chef,  Joe,  will  be  leaving  AOII  to  take  a  great  job  as  a  0tio0l  Accounts  Coordi0tor  for  US  Foods!  Help  to  make  a  do0tion  to  Families  of  SMA 	Food	 Bethlehem,  Pennsylvania,  United  States 	United States	0	0	0	2	40		500	1815	 SD   	3.63	0	1	 FlexibleFunding   	2013	11	16	2013	11	26	864000	0	0	0	0	0	0	0	335	1	0	0	0	0	0
380	yellow-bird-cafe	 Yellow  Bird  Cafe 	 Yellow  Bird  Cafe  will  feature  homemade  baked  goods,  as  well  as  soups,  sandwiches,  salads  and  coffee.    Proceeds  will  go  towards  the  purchase  of  an  oven. 	Food	 Harrisburg,  Pennsylvania,  United  States 	United States	0	0	0	21	20	13	6399	1810	 SD   	0.2828566964	0	1	 FlexibleFunding   	2012	11	15	2013	1	1	4060800	10	0	500	2	50	7	5	1234	57	0	0	0	0	0
382	hella-vegan-eats-food-truck	 Hella  Vegan  Eats  Food  Truck 	 Our  Creativity  +  Your  Contribution  =  Hella  Vegan  Eats  Dream  Food  Truck! 	Food	 Oakland,  California,  United  States 	United States	0	0	0	25	40	10	15000	1781	 SD   	0.1187333333	0	1	 FlexibleFunding   	2012	8	6	2012	9	8	2851200	1	0	1000	0	50	10	9	0	0	0	0	281.666666667	396167.666667	0
385	habitall-all-0tural-sugar-replacement-low-calorie-diabetic-friendly		 HABITALL  is  the  first  All  0tural,  Low  Calorie,  Diabetic  Friendly  sweetener  that  tastes      measures  like  sugar. 	Food	 Chicago,  Illinois,  United  States 	United States	0	0	16	10	34	10	18000	1750	 SD   	0.0972222222	0	1	 FlexibleFunding   	2013	6	3	2013	7	13	3456000	10	1	500	0	62.5	0	8	0	0	0	0	0	0	0
389	help-french-grace-open-in-camden-lock	 Help  French      Grace  open  in  Camden  Lock! 	 Help  a  vibrant,  independent  food  business  raise  6k  in  one  month  to  open  a  takeaway  hatch  in  Camden  Lock  market! 	Food	 London,  United  Kingdom 	United Kingdom	0	0	0	3	24	5	6500	1720	 BP   	0.2646153846	0	1	 FlexibleFunding   	2013	5	30	2013	6	17	1555200	2	2	2	2	2	2	7	1119	14	2603	1288	0	0	0
391	spicing-up-the-french-quarter-nola-september-2013	 Spicing  up  The  French  Quarter  NOLA  September  2013 	 Hacienda  Maize  taking  chile  heat  to  the  streets  of  New  Orleans  --  The  Chile  Pepper  Extravaganza  Sep  27-29,  2013! 	Food	 Denver,  Colorado,  United  States 	United States	0	0	4	3	25	13	7000	1705	 SD   	0.2435714286	0	1	 FlexibleFunding   	2013	9	20	2013	10	20	2592000	10	2	300	0	75	0	6	0	0	19	52	53	2365.1	0
393	fuel	fuel	 unpredictably  vegetarian.  Unequivocally  community. 	Food	 Kalamazoo,  Michigan,  United  States 	United States	0	0	1	27	28		10393	1700	 SD   	0.1635716348	0	1	 FlexibleFunding   	2011	7	1	2011	9	19	6912000	10	10	2001	0	251	0	8	0	0	0	0	0	0	0
395	0cho-mama-s-grilled-cheese-food-truck	 0cho  Mama's  Grilled  Cheese  Food  Truck 	 Two  derby  girls  working  to  start  up  a  food  truck  in  Bloomington,  IL,  serving  up  one-of-a-kind  gourmet  sandwiches  and  other  cheesy  treats! 	Food	 Bloomington-Normal,  Illinois,  United  States 	United States	0	0	0	3	26		10000	1676	 SD   	0.1676	0	1	 FlexibleFunding   	2013	2	11	2013	4	2	4320000	10	3	5000	0	250	2	9	0	0	0	0	0	0	0
0	bison-organic-beer-wagon	 Bison  Organic  Beer  Wagon 	 A  refreshment  truck  that  do0tes  100%  of  it's  profits  to  local  charities.    Brought  to  you  by  Bison  Brewing,  Berkeley,  CA 	Food	 Berkeley,  California,  United  States 	United States	0	0	6	10	67	1	15000	10450	 SD   	0.6966666667	0	1	 FlexibleFunding   	2013	9	9	2013	10	21	3628800	15	0	5000	0	87.5	0	10	0	0	16309	8146	0	0	0
3	miss-kitty-s-kitchen	 Miss  Kitty's  Kitchen 	 A  New  Zealand  bakery  bringing  Old  World  Baking  to  the  San  Francisco  Bay  Area 	Food	 San  Anselmo,  California,  United  States 	United States	0	0	0	9	18	6	28000	1215	 SD   	0.0433928571	0	1	 FlexibleFunding   	2013	6	18	2013	9	12	7430400	10	4	5000	0	250	1	7	0	0	0	0	0	0	0
7	let-s-build-a-micro-creamery-at-superstition-farms	 Let's  Build  a  Micro-Creamery  at  Superstition  Farms 	 This  farm  kitchen  will  be  AZ's  only  community-built  and  full  service  dairy  cow  micro-creamery.  Yogurt,  ice  cream  and  cheese  lovers  unite! 	Food	 Phoenix,  Arizo0,  United  States 	United States	0	0	2	8	14	1	100000	1190	 SD   	0.0119	0	1	 FlexibleFunding   	2013	6	1	2013	6	30	2505600	5	1	50000	0	175	0	12	2361	75	4321	8358	0	0	0
9	crave-creative-cookie-company	 Crave  Creative  Cookie  Company 	 Cookies  with  a  plan  to  pay  it  forward!  Let's  work  together  to  bring  the  world  delicious  vegan  cookies  and  a  new  avenue  for  economic  equality. 	Food	 Tacoma,  Washington,  United  States 	United States	0	0	1	4	5		8350	1175	 SD   	0.1407185629	11	1	 FlexibleFunding   	2013	11	2	2013	12	17	3888000	5	0	1000	0	100	1	9	0	0	0	0	0	0	0
12	bijou-desserts	 Bijou  Desserts 	 Bijou  is  in  desperate  need  of  a  Kitchen-Aid  stand  mixer! 	Food	 Lafayette,  Louisia0,  United  States 	United States	0	0	5	16	11	4	1000	1151	 SD   	1.151	0	1	 FlexibleFunding   	2012	1	19	2012	4	14	7430400	10	0	1000	0	75	0	4	0	0	0	0	0	0	0
15	rose-randolph-cookies	 Rose  Randolph  Cookies 	 Rose  Randolph  Cookies 	Food	 Millbrook,  New  York,  United  States 	United States	0	0	0	3	11		25000	1125	 SD   	0.045	0	1	 FlexibleFunding   	2013	10	10	2013	11	21	3628800	5	1	2500	0	40	0	14	0	0	0	0	65	113	0
17	slawsa-as-seen-on-abc-s-shark-tank	 Slawsa:  As  seen  on  ABC's  'Shark  Tank' 	 "Julie's  campaign  is  about  giving  consumers  a  healthy,  tasty,  affordable  and  versatile  topper.  After  all,  who  wants  to  be  caught  serving  ""boring  condiments?""" 	Food	 Cramerton,  North  Caroli0,  United  States 	United States	0	0	0	8	25	2	25000	1115	 SD   	0.0446	29	1	 FlexibleFunding   	2013	11	15	2014	1	4	4320000	10	0	10000	0	87.5	0	12	0	0	0	0	336.352941176	20176.1176471	0
20	send-sarah-to-turkey-on-a-lifetime-adventure	 Send  Sarah  to  Turkey  on  a  Lifetime  Adventure 	 Sarah  always  wanted  to  go  to  Turkey  to  reconnect  with  her  roots.  She  works  so  hard;  I  want  to  help  her  achieve  her  dream.  Let's  make  Sarah  smile  for  her  50th! 	Food	 0ntucket,  Massachusetts,  United  States 	United States	0	0	1	3	17	1	1000	1105	 SD   	1.105	0	1	 FlexibleFunding   	2013	5	6	2013	7	5	5184000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	fencing-for-a-quarter-acre-garden	 Fencing  for  a  Quarter  Acre  Garden 	 We  need  a  fence  to  keep  deer  and  rabbits  from  eating  the  fresh  vegetables  we  are  growing  for  clients  of  local  food  pantries  in  Morgantown,  WV 	Food	 Morgantown,  West  Virginia,  United  States 	United States	0	0	0	3	28	1	1000	1085	 SD   	1.085	0	1	 FlexibleFunding   	2013	4	26	2013	5	17	1814400	10	1	75	1	37.5	0	4	0	0	0	0	0	0	0
27	mikida-we-love-food-we-love-options	 Mikida:  We  love  food.  We  love  options. 	 We  want  to  introduce  a  Japanese-Style-Omelette  to  Boston!  This  campaign  supports  our  first  public  event  in  May. 	Food	 Boston,  Massachusetts,  United  States 	United States	0	0	9	14	42	2	850	1065	 SD   	1.2529411765	0	1	 FixedFunding   	2013	3	25	2013	5	14	4320000	10	15	50	1	25	12	3	0	0	0	0	280.9	1089902.6	0
29	high-country-csa-cost-share	 High  Country  CSA  Cost-Share 	 High  Country  CSA  wants  your  help  to  provide  fresh,  local  organic  food  to  low-income  families  in  our  region. 	Food	 Boone,  North  Caroli0,  United  States 	United States	0	0	0	1	15		10000	1055	 SD   	0.1055	0	1	 VerifiedNonprofit  ,    Flexible  Funding   	2013	4	28	2013	6	17	4320000	10	0	300	2	67.5	0	4	0	0	0	0	371.75	55	0
32	grow-the-salty-don	 Grow  The  Salty  Don 	 The  Salty  Don  has  been  a  creative  outlet  since  2003.    It  is  time  to  take  things  to  the  next  level  and  to  expand  the  reach  of  these  unique  products. 	Food	 Ottawa,  Ontario,  Ca0da 	Ca0da	0	0	0	2	7		35000	1050	 AD   	0.03	0	1	 FlexibleFunding   	2013	10	10	2013	11	24	3888000	10	0	1000	0	100	1	7	0	0	0	0	0	0	0
35	pinup-cookbook	 Pinup  Cookbook 	 Do  you  want  to  see  your  fave  pinup  +  burlesque  stars  baking  their  luscious  desserts  for  you?  Of  course  you  do!  This  book  can't  happen  without  you! 	Food	 New  York,  New  York,  United  States 	United States	0	0	2	18	18	12	2500	1040	 SD   	0.416	0	1	 FlexibleFunding   	2012	9	26	2012	11	25	5184000	1	0	200	0	25	0	8	0	0	0	0	0	0	0
38	out-of-the-ring-into-the-kitchen-cooking-with-wrestling-s-origi0l-diva--3		 Take  part  in  Tammy  Sytch's  (also  known  as  Sunny  from  the  WWE)  first  cookbook! 	Food			0	0	2	5	10		2500	1030	 SD   	0.412	0	1	 FlexibleFunding   	2010	10	8	2010	12	7	5184000	15	0	500	1	37.5	0	6	0	0	0	0	0	0	0
42	my-chicken-pilot-business	 My  Chicken  Pilot  Business 	 Support  a  young  farmer!    Help  me  raise  funds  to  cover  the  infrastructure  cost  associated  with  starting  a  pasture-raised  chicken  enterprise.    Love  what  you  eat! 	Food	 Unity,  Maine,  United  States 	United States	0	0	0	3	24	9	1000	1025	 SD   	1.025	0	1	 FlexibleFunding   	2013	6	1	2013	6	9	691200	10	6	500	0	75	0	7	0	0	0	0	0	0	0
44	poppy-s-crab-shack-is-ready-to-roll	 Poppy's  Crab  Shack  is  Ready  to  Roll 	 Poppy’s  Crab  Shack  is  a  crab  shack  on  wheels  selling  whole  steamed  Dungeness  crab,  fresh  off  the  boat,  and  Dungeness  crab  sandwiches. 	Food	 Half  Moon  Bay,  California,  United  States 	United States	0	0	3	14	13	1	7000	1019	 SD   	0.1455714286	0	1	 FlexibleFunding   	2012	10	15	2012	11	14	2592000	5	0	500	1	37.5	0	10	0	0	0	0	0	0	0
49	ninja-bubble-tea-startup-campaign	 Ninja  Bubble  Tea  Startup  Campaign 	 We  have  secured  the  location  and  perfected  our  products,  we  just  need  that  extra  push  to  open  our  shop!    Join  us  and  be  a  true  Ninja! 	Food	 Coquitlam,  British  Columbia,  Ca0da 	Ca0da	0	0	11	6	19	7	15000	1000	 AD   	0.0666666667	0	1	 FlexibleFunding   	2013	4	8	2013	5	8	2592000	10	0	500	0	50	1	9	959	272	0	0	0	0	0
51	send-ca0da-s-coffee-champ-to-compete-in-the-worlds	 Send  Ca0da's  Coffee  Champ  to  Compete  in  the  Worlds 	 Joshua  Tarlo  won  the  Ca0dian  Coffee  Brewers  cup  this  year  and  is  getting  ready  to  compete  in  the  worlds.  Help  us  get  him  there. 	Food	 Toronto,  Ontario,  Ca0da 	Ca0da	0	0	0	3	16		1000	1000	 AD   	1	0	1	 FlexibleFunding   	2013	5	2	2013	5	19	1468800	50	7	1000	0	175	0	4	0	0	0	0	0	0	0
57	paleo-plus-nutrition-for-the-modern-caveman	 Paleo  Plus:  Nutrition  for  the  modern  caveman 	 Let's  create  some  kick-a$$  supplements 	Food	 Philadelphia,  Pennsylvania,  United  States 	United States	0	0	0	4	6		20000	965	 SD   	0.04825	17	1	 FlexibleFunding   	2013	11	23	2013	12	23	2592000	5	0	10000	0	70	0	10	740	172	0	0	157.5	34	0
59	rainbow-valley-cheese-girls-are-building-a-kitchen	 Rainbow  Valley  Cheese  Girls  are  Building  a  Kitchen! 	 We  are  converting  Grandma's  old  trailer  into  our  own  commercial  kitchen! 	Food	 Maricopa,  Arizo0,  United  States 	United States	0	0	0	4	22		18000	965	 SD   	0.0536111111	0	1	 FlexibleFunding   	2013	6	5	2013	7	5	2592000	1	0	2500	0	75	1	13	0	0	0	0	0	0	0
61	la-dolce-diente-bakery-crafts	 La  Dolce  Diente,  bakery      crafts 	 Your  contribution  will  help  purchase  the  equipment      supplies  needed  to  open  the  bakery  and  will  also  support  a  children's  charity. 	Food	 Plantation,  Florida,  United  States 	United States	0	0	14	13	18	7	6500	955	 SD   	0.1469230769	0	1	 FlexibleFunding   	2013	9	12	2013	11	11	5184000	5	0	250	0	37.5	0	6	238	48	0	0	0	0	0
68	come-to-the-table-a-fundraiser-for-african-american-farmers		 Join  Us  at  Our  Table  through  your  do0tion  to  support  the  Southeastern  African-American  Farmers  Organic  Network  (SAAFON). 	Food	 Savan0h,  Georgia,  United  States 	United States	0	0	0	10	9		10000	925	 SD   	0.0925	0	1	 FlexibleFunding   	2012	9	26	2012	11	25	5184000	25	0	5000	0	250	1	9	0	0	0	0	0	0	0
70	savor-the-chill	 Savor  The  Chill 	 Help  fund  an  artisa0l  vegan  ice  cream  truck  in  Portland,  OR! 	Food	 Portland,  Oregon,  United  States 	United States	0	0	9	11	18	4	10000	920	 SD   	0.092	0	1	 FlexibleFunding   	2011	12	30	2012	2	28	5184000	10	2	500	0	75	0	12	0	0	0	0	0	0	0
73	the-crappy-little-kitchen-expert-needs-help-to-buy-a-crappy-little-chuckwagon		 Mobile  kitchens  have  existed  for  years,  but  the  Chuckwagon  was  invented  by  a  Texas  rancher  in  1866.  I  need  your  help  to  build  my  own..Crappy  Little  Chuckwagon! 	Food	 Austin,  Texas,  United  States 	United States	0	0	0	3	12	6	10000	902	 SD   	0.0902	0	1	 FlexibleFunding   	2013	6	3	2013	7	3	2592000	10	1	2000	0	67.5	0	6	514	1	76	56	0	0	0
77	the-1st-real-k-pop-cafe-cafe-k-the-1st	 The  1st  Real  K-POP  Cafe  -  Cafe  K  the  1st 	 The  one  and  only  real  K-POP  cafe  is  opening  for  the  first  time  outside  of  Korea.  The  cafe  is  exclusively  licensed  by  a  top  K-POP  entertainment  agency. 	Food	 Seoul,  Korea,  Republic  of 	South Korea	0	0	0	3	6	16	150000	878	 SD   	0.0058533333	0	1	 FlexibleFunding   	2013	6	6	2013	7	21	3888000	13	1	9900	0	120	0	12	0	0	0	0	0	0	0
81	rocky-and-shem-s-ice-cream-shoppe	 Rocky  and  Shem's  Ice  Cream  Shoppe 	 Our  goal  is  to  give  people  and  their  puppies  a  place  to  enjoy  delicious  ice  cream. 	Food	 Minneapolis,  Minnesota,  United  States 	United States	0	0	2	24	11	1	10000	875	 SD   	0.0875	0	1	 FlexibleFunding   	2012	7	18	2012	10	16	7776000	10	4	250	2	75	0	4	57	0	0	0	0	0	0
84	lord-of-the-fries-chip-wagon	 Lord  of  the  Fries  Chip  Wagon 	 Help  me  get  my  chip  truck  on  the  road,  and  bring  hand-cut  fries  and  delicious,  delicious  poutine  to  BC's  interior  region. 	Food	 Kelow0,  British  Columbia,  Ca0da 	Ca0da	0	0	3	10	10	1	4000	870	 SD   	0.2175	0	1	 FlexibleFunding   	2012	7	3	2012	8	2	2592000	10	2	1000	0	275	0	4	0	0	0	0	0	0	0
86	lauderale	LauderAle	 LauderAle,  Fort  Lauderdale's  first  Craft  Beer  Brewery.  Our  initial  focus  is  providing  delicious  beer  to  our  large  network  within  Fort  Lauderdale,  Florida. 	Food	 Fort  Lauderdale,  Florida,  United  States 	United States	0	0	0	0	15	9	20000	870	 SD   	0.0435	0	1	 FlexibleFunding   	2013	3	18	2013	5	17	5184000	10	1	150	0	45	5	3	367	4	0	0	0	0	0
90	budha-bear-bagels-cafe	 Budha  Bear  Bagels      Cafe 	 We  are  Budha  Bear  Bagels      Cafe,  serving  healthier,  gourmet,  on-the-go  sandwiches,  homemade  soups  and  fresh,  made-to-order  salads. 	Food	 Puyallup,  Washington,  United  States 	United States	0	0	2	3	11	3	15000	860	 SD   	0.0573333333	0	1	 FlexibleFunding   	2013	5	15	2013	6	29	3888000	10	1	1000	0	125	0	8	325	13	0	0	1878.45	1078389.75	0
94	becca-bakes-cookie-mix-relocation-project	 Becca  Bakes  Cookie  Mix  Relocation  Project 	 We  make  unique  gourmet  cookie  mixes  and  need  help  moving  the  business  from  Florida  to  Boston! 	Food	 Gainesville,  Florida,  United  States 	United States	0	0	0	4	28		850	850	 SD   	1	0	1	 FlexibleFunding   	2013	4	22	2013	5	22	2592000	5	2	250	0	50	0	6	0	0	0	0	0	0	0
98	skinny-kosher-creations	 SKINNY  KOSHER  CREATIONS 	 Delicious,  Healthy,  All  0tural,  Kosher,  Vegan,  Gluten,  Dairy      Nut  Free  Energy  Bars 	Food	 Woodstock,  New  York,  United  States 	United States	0	0	0	12	18	10	20000	821	 SD   	0.04105	0	1	 FlexibleFunding   	2013	6	8	2013	8	1	4665600	10	0	10000	0	175	0	10	0	0	0	0	0	0	0
101	pies-for-a-cause	 Pies  for  a  Cause! 	 Dream  company.    Great  cause.  What's  not  to  love?Send  Sarah  to  NYC  to  bake  for  an  American  Cancer  Society  benefit. 	Food	 Charleston,  West  Virginia,  United  States 	United States	0	0	0	10	15	1	2950	810	 SD   	0.2745762712	0	1	 FlexibleFunding   	2012	3	21	2012	4	5	1296000	10	0	500	0	125	0	6	0	0	0	0	0	0	0
103	guerilla-grill-mobile-gourmet-kitchen	 Guerilla  Grill  -  Mobile  Gourmet  Kitchen 	 I  am  searching  for  support  in  order  to  renovate  a  1974  model,  31  foot  Airstream  to  be  a  mobile  gourmet  kitchen,  based  in  Knoxville,  TN. 	Food	 Knoxville,  Tennessee,  United  States 	United States	0	0	3	5	17	7	10000	805	 SD   	0.0805	0	1	 FlexibleFunding   	2013	10	3	2013	12	2	5184000	25	7	1000	0	150	2	5	0	0	0	0	0	0	0
107	socially-responsible-eatery-cooking-school	 Socially  Responsible  Eatery      Cooking  School 	 Teaching  healthy  cooking  by  day.  Marrying  the  flavors  of  Spain,  Portugal,  and  the  South  to  provide  a  unique  dining  experience  by  night. 	Food	 Milwaukee,  Wisconsin,  United  States 	United States	0	0	0	3	17		20000	800	 SD   	0.04	0	1	 FlexibleFunding   	2013	7	14	2013	8	3	1728000	10	1	1000	0	175	0	6	0	0	0	0	0	0	0
